County,State,COUNTY_STATE,2019 County Designation,2018 County Designation,Specialty,2019 Distance (miles),2019 Time (minutes),2018 Distance (miles),2018 Time (minutes),Reason for Change,Time change,Distance change
Gilchrist,FL,"Gilchrist, FL",Micro,Rural,"Oncology - Medical, Surgical",45,60,60,75,County Change,-15,-15
Gilchrist,FL,"Gilchrist, FL",Micro,Rural,Podiatry,45,60,60,75,County Change,-15,-15
Gilchrist,FL,"Gilchrist, FL",Micro,Rural,Psychiatry,45,60,60,75,County Change,-15,-15
Gilchrist,FL,"Gilchrist, FL",Micro,Rural,Pulmonology,45,60,60,75,County Change,-15,-15
Gilchrist,FL,"Gilchrist, FL",Micro,Rural,Urology,45,60,60,75,County Change,-15,-15
Polk,MO,"Polk, MO",Micro,Rural,Dermatology,45,60,60,75,County Change,-15,-15
Polk,MO,"Polk, MO",Micro,Rural,Gastroenterology,45,60,60,75,County Change,-15,-15
Polk,MO,"Polk, MO",Micro,Rural,Neurology,45,60,60,75,County Change,-15,-15
Polk,MO,"Polk, MO",Micro,Rural,"Oncology - Medical, Surgical",45,60,60,75,County Change,-15,-15
Polk,MO,"Polk, MO",Micro,Rural,Podiatry,45,60,60,75,County Change,-15,-15
Polk,MO,"Polk, MO",Micro,Rural,Psychiatry,45,60,60,75,County Change,-15,-15
Polk,MO,"Polk, MO",Micro,Rural,Pulmonology,45,60,60,75,County Change,-15,-15
Polk,MO,"Polk, MO",Micro,Rural,Urology,45,60,60,75,County Change,-15,-15
George,MS,"George, MS",Micro,Rural,Dermatology,45,60,60,75,County Change,-15,-15
George,MS,"George, MS",Micro,Rural,Gastroenterology,45,60,60,75,County Change,-15,-15
George,MS,"George, MS",Micro,Rural,Neurology,45,60,60,75,County Change,-15,-15
George,MS,"George, MS",Micro,Rural,"Oncology - Medical, Surgical",45,60,60,75,County Change,-15,-15
George,MS,"George, MS",Micro,Rural,Podiatry,45,60,60,75,County Change,-15,-15
George,MS,"George, MS",Micro,Rural,Psychiatry,45,60,60,75,County Change,-15,-15
George,MS,"George, MS",Micro,Rural,Pulmonology,45,60,60,75,County Change,-15,-15
George,MS,"George, MS",Micro,Rural,Urology,45,60,60,75,County Change,-15,-15
Trousdale,TN,"Trousdale, TN",Micro,Rural,Dermatology,45,60,60,75,County Change,-15,-15
Trousdale,TN,"Trousdale, TN",Micro,Rural,Gastroenterology,45,60,60,75,County Change,-15,-15
Trousdale,TN,"Trousdale, TN",Micro,Rural,Neurology,45,60,60,75,County Change,-15,-15
Trousdale,TN,"Trousdale, TN",Micro,Rural,"Oncology - Medical, Surgical",45,60,60,75,County Change,-15,-15
Trousdale,TN,"Trousdale, TN",Micro,Rural,Podiatry,45,60,60,75,County Change,-15,-15
Trousdale,TN,"Trousdale, TN",Micro,Rural,Psychiatry,45,60,60,75,County Change,-15,-15
Trousdale,TN,"Trousdale, TN",Micro,Rural,Pulmonology,45,60,60,75,County Change,-15,-15
Trousdale,TN,"Trousdale, TN",Micro,Rural,Urology,45,60,60,75,County Change,-15,-15
Medina,TX,"Medina, TX",Micro,Rural,Dermatology,45,60,60,75,County Change,-15,-15
Rains,TX,"Rains, TX",Micro,Rural,Dermatology,45,60,60,75,County Change,-15,-15
Medina,TX,"Medina, TX",Micro,Rural,Gastroenterology,45,60,60,75,County Change,-15,-15
Rains,TX,"Rains, TX",Micro,Rural,Gastroenterology,45,60,60,75,County Change,-15,-15
Medina,TX,"Medina, TX",Micro,Rural,Neurology,45,60,60,75,County Change,-15,-15
Rains,TX,"Rains, TX",Micro,Rural,Neurology,45,60,60,75,County Change,-15,-15
Medina,TX,"Medina, TX",Micro,Rural,"Oncology - Medical, Surgical",45,60,60,75,County Change,-15,-15
Rains,TX,"Rains, TX",Micro,Rural,"Oncology - Medical, Surgical",45,60,60,75,County Change,-15,-15
Medina,TX,"Medina, TX",Micro,Rural,Podiatry,45,60,60,75,County Change,-15,-15
Rains,TX,"Rains, TX",Micro,Rural,Podiatry,45,60,60,75,County Change,-15,-15
Medina,TX,"Medina, TX",Micro,Rural,Psychiatry,45,60,60,75,County Change,-15,-15
Rains,TX,"Rains, TX",Micro,Rural,Psychiatry,45,60,60,75,County Change,-15,-15
Medina,TX,"Medina, TX",Micro,Rural,Pulmonology,45,60,60,75,County Change,-15,-15
Rains,TX,"Rains, TX",Micro,Rural,Pulmonology,45,60,60,75,County Change,-15,-15
Medina,TX,"Medina, TX",Micro,Rural,Urology,45,60,60,75,County Change,-15,-15
Rains,TX,"Rains, TX",Micro,Rural,Urology,45,60,60,75,County Change,-15,-15
Iron,UT,"Iron, UT",Micro,Rural,Dermatology,45,60,60,75,County Change,-15,-15
Iron,UT,"Iron, UT",Micro,Rural,Neurology,45,60,60,75,County Change,-15,-15
Iron,UT,"Iron, UT",Micro,Rural,Podiatry,45,60,60,75,County Change,-15,-15
Iron,UT,"Iron, UT",Micro,Rural,Pulmonology,45,60,60,75,County Change,-15,-15
Highlands,FL,"Highlands, FL",Metro,Micro,Cardiology,20,30,35,50,County Change,-20,-15
Putnam,FL,"Putnam, FL",Metro,Micro,Cardiology,20,30,35,50,County Change,-20,-15
Highlands,FL,"Highlands, FL",Metro,Micro,General Surgery,20,30,35,50,County Change,-20,-15
Putnam,FL,"Putnam, FL",Metro,Micro,General Surgery,20,30,35,50,County Change,-20,-15
Highlands,FL,"Highlands, FL",Metro,Micro,Ophthalmology,20,30,35,50,County Change,-20,-15
Putnam,FL,"Putnam, FL",Metro,Micro,Ophthalmology,20,30,35,50,County Change,-20,-15
Highlands,FL,"Highlands, FL",Metro,Micro,Orthopedic Surgery,20,30,35,50,County Change,-20,-15
Putnam,FL,"Putnam, FL",Metro,Micro,Orthopedic Surgery,20,30,35,50,County Change,-20,-15
Hawaii,HI,"Hawaii, HI",Metro,Micro,Cardiology,20,30,35,50,County Change,-20,-15
Kauai,HI,"Kauai, HI",Metro,Micro,Cardiology,20,30,35,50,County Change,-20,-15
Hawaii,HI,"Hawaii, HI",Metro,Micro,General Surgery,20,30,35,50,County Change,-20,-15
Kauai,HI,"Kauai, HI",Metro,Micro,General Surgery,20,30,35,50,County Change,-20,-15
Hawaii,HI,"Hawaii, HI",Metro,Micro,Ophthalmology,20,30,35,50,County Change,-20,-15
Kauai,HI,"Kauai, HI",Metro,Micro,Ophthalmology,20,30,35,50,County Change,-20,-15
Hawaii,HI,"Hawaii, HI",Metro,Micro,Orthopedic Surgery,20,30,35,50,County Change,-20,-15
Kauai,HI,"Kauai, HI",Metro,Micro,Orthopedic Surgery,20,30,35,50,County Change,-20,-15
St. Louis,MN,"St. Louis, MN",Metro,Micro,Cardiology,20,30,35,50,County Change,-20,-15
St. Louis,MN,"St. Louis, MN",Metro,Micro,General Surgery,20,30,35,50,County Change,-20,-15
St. Louis,MN,"St. Louis, MN",Metro,Micro,Ophthalmology,20,30,35,50,County Change,-20,-15
St. Louis,MN,"St. Louis, MN",Metro,Micro,Orthopedic Surgery,20,30,35,50,County Change,-20,-15
Cass,ND,"Cass, ND",Metro,Micro,Cardiology,20,30,35,50,County Change,-20,-15
Cass,ND,"Cass, ND",Metro,Micro,General Surgery,20,30,35,50,County Change,-20,-15
Cass,ND,"Cass, ND",Metro,Micro,Ophthalmology,20,30,35,50,County Change,-20,-15
Cass,ND,"Cass, ND",Metro,Micro,Orthopedic Surgery,20,30,35,50,County Change,-20,-15
Calumet,WI,"Calumet, WI",Metro,Micro,Cardiology,20,30,35,50,County Change,-20,-15
Calumet,WI,"Calumet, WI",Metro,Micro,General Surgery,20,30,35,50,County Change,-20,-15
Calumet,WI,"Calumet, WI",Metro,Micro,Ophthalmology,20,30,35,50,County Change,-20,-15
Calumet,WI,"Calumet, WI",Metro,Micro,Orthopedic Surgery,20,30,35,50,County Change,-20,-15
Mahnomen,MN,"Mahnomen, MN",Rural,CEAC,Cardiac Catheterization Services,120,145,140,155,County Change,-10,-20
Mahnomen,MN,"Mahnomen, MN",Rural,CEAC,Cardiac Surgery Program,120,145,140,155,County Change,-10,-20
Mahnomen,MN,"Mahnomen, MN",Rural,CEAC,Critical Care Services/Intensive Care Units,120,145,140,155,County Change,-10,-20
Hamilton,TX,"Hamilton, TX",Rural,CEAC,Cardiac Catheterization Services,120,145,140,155,County Change,-10,-20
Hamilton,TX,"Hamilton, TX",Rural,CEAC,Cardiac Surgery Program,120,145,140,155,County Change,-10,-20
Hamilton,TX,"Hamilton, TX",Rural,CEAC,Critical Care Services/Intensive Care Units,120,145,140,155,County Change,-10,-20
Adams,WA,"Adams, WA",Rural,CEAC,Cardiac Catheterization Services,120,145,140,155,County Change,-10,-20
Adams,WA,"Adams, WA",Rural,CEAC,Cardiac Surgery Program,120,145,140,155,County Change,-10,-20
Adams,WA,"Adams, WA",Rural,CEAC,Critical Care Services/Intensive Care Units,120,145,140,155,County Change,-10,-20
St. Croix,VI,"St. Croix, VI",Metro,Rural,Outpatient Dialysis,30,45,50,60,County Change,-15,-20
St. John-Thomas,VI,"St. John-Thomas, VI",Metro,Rural,Outpatient Dialysis,30,45,50,60,County Change,-15,-20
Highlands,FL,"Highlands, FL",Metro,Micro,Outpatient Dialysis,30,45,50,65,County Change,-20,-20
Putnam,FL,"Putnam, FL",Metro,Micro,Outpatient Dialysis,30,45,50,65,County Change,-20,-20
Hawaii,HI,"Hawaii, HI",Metro,Micro,Outpatient Dialysis,30,45,50,65,County Change,-20,-20
Kauai,HI,"Kauai, HI",Metro,Micro,Outpatient Dialysis,30,45,50,65,County Change,-20,-20
St. Louis,MN,"St. Louis, MN",Metro,Micro,Outpatient Dialysis,30,45,50,65,County Change,-20,-20
Cass,ND,"Cass, ND",Metro,Micro,Outpatient Dialysis,30,45,50,65,County Change,-20,-20
Calumet,WI,"Calumet, WI",Metro,Micro,Outpatient Dialysis,30,45,50,65,County Change,-20,-20
Iron,UT,"Iron, UT",Micro,Rural,Psychiatry,45,60,65,80,County Change,-20,-20
Honolulu,HI,"Honolulu, HI",Large Metro,Metro,Acute Inpatient Hospitals,10,20,30,45,County Change,-25,-20
Honolulu,HI,"Honolulu, HI",Large Metro,Metro,Critical Care Services/Intensive Care Units,10,20,30,45,County Change,-25,-20
Honolulu,HI,"Honolulu, HI",Large Metro,Metro,Dermatology,10,20,30,45,County Change,-25,-20
Honolulu,HI,"Honolulu, HI",Large Metro,Metro,Diagnostic Radiology,10,20,30,45,County Change,-25,-20
Honolulu,HI,"Honolulu, HI",Large Metro,Metro,Gastroenterology,10,20,30,45,County Change,-25,-20
Honolulu,HI,"Honolulu, HI",Large Metro,Metro,Mammography,10,20,30,45,County Change,-25,-20
Honolulu,HI,"Honolulu, HI",Large Metro,Metro,Neurology,10,20,30,45,County Change,-25,-20
Honolulu,HI,"Honolulu, HI",Large Metro,Metro,Occupational Therapy,10,20,30,45,County Change,-25,-20
Honolulu,HI,"Honolulu, HI",Large Metro,Metro,"Oncology - Medical, Surgical",10,20,30,45,County Change,-25,-20
Catano,PR,"Catano, PR",Large Metro,Metro,Acute Inpatient Hospitals,10,20,30,45,County Change,-25,-20
San Juan,PR,"San Juan, PR",Large Metro,Metro,Acute Inpatient Hospitals,10,20,30,45,County Change,-25,-20
Catano,PR,"Catano, PR",Large Metro,Metro,Critical Care Services/Intensive Care Units,10,20,30,45,County Change,-25,-20
San Juan,PR,"San Juan, PR",Large Metro,Metro,Critical Care Services/Intensive Care Units,10,20,30,45,County Change,-25,-20
Catano,PR,"Catano, PR",Large Metro,Metro,Dermatology,10,20,30,45,County Change,-25,-20
San Juan,PR,"San Juan, PR",Large Metro,Metro,Dermatology,10,20,30,45,County Change,-25,-20
Catano,PR,"Catano, PR",Large Metro,Metro,Diagnostic Radiology,10,20,30,45,County Change,-25,-20
San Juan,PR,"San Juan, PR",Large Metro,Metro,Diagnostic Radiology,10,20,30,45,County Change,-25,-20
Catano,PR,"Catano, PR",Large Metro,Metro,Gastroenterology,10,20,30,45,County Change,-25,-20
San Juan,PR,"San Juan, PR",Large Metro,Metro,Gastroenterology,10,20,30,45,County Change,-25,-20
Catano,PR,"Catano, PR",Large Metro,Metro,Mammography,10,20,30,45,County Change,-25,-20
San Juan,PR,"San Juan, PR",Large Metro,Metro,Mammography,10,20,30,45,County Change,-25,-20
Catano,PR,"Catano, PR",Large Metro,Metro,Neurology,10,20,30,45,County Change,-25,-20
San Juan,PR,"San Juan, PR",Large Metro,Metro,Neurology,10,20,30,45,County Change,-25,-20
Catano,PR,"Catano, PR",Large Metro,Metro,Occupational Therapy,10,20,30,45,County Change,-25,-20
San Juan,PR,"San Juan, PR",Large Metro,Metro,Occupational Therapy,10,20,30,45,County Change,-25,-20
Catano,PR,"Catano, PR",Large Metro,Metro,"Oncology - Medical, Surgical",10,20,30,45,County Change,-25,-20
San Juan,PR,"San Juan, PR",Large Metro,Metro,"Oncology - Medical, Surgical",10,20,30,45,County Change,-25,-20
Catano,PR,"Catano, PR",Large Metro,Metro,Outpatient Dialysis,10,20,30,45,County Change,-25,-20
San Juan,PR,"San Juan, PR",Large Metro,Metro,Outpatient Dialysis,10,20,30,45,County Change,-25,-20
Catano,PR,"Catano, PR",Large Metro,Metro,Outpatient Infusion/Chemotherapy,10,20,30,45,County Change,-25,-20
San Juan,PR,"San Juan, PR",Large Metro,Metro,Outpatient Infusion/Chemotherapy,10,20,30,45,County Change,-25,-20
Catano,PR,"Catano, PR",Large Metro,Metro,Physical Therapy,10,20,30,45,County Change,-25,-20
San Juan,PR,"San Juan, PR",Large Metro,Metro,Physical Therapy,10,20,30,45,County Change,-25,-20
Catano,PR,"Catano, PR",Large Metro,Metro,Podiatry,10,20,30,45,County Change,-25,-20
San Juan,PR,"San Juan, PR",Large Metro,Metro,Podiatry,10,20,30,45,County Change,-25,-20
Catano,PR,"Catano, PR",Large Metro,Metro,Psychiatry,10,20,30,45,County Change,-25,-20
San Juan,PR,"San Juan, PR",Large Metro,Metro,Psychiatry,10,20,30,45,County Change,-25,-20
Catano,PR,"Catano, PR",Large Metro,Metro,Pulmonology,10,20,30,45,County Change,-25,-20
San Juan,PR,"San Juan, PR",Large Metro,Metro,Pulmonology,10,20,30,45,County Change,-25,-20
Catano,PR,"Catano, PR",Large Metro,Metro,Skilled Nursing Facilities,10,20,30,45,County Change,-25,-20
San Juan,PR,"San Juan, PR",Large Metro,Metro,Skilled Nursing Facilities,10,20,30,45,County Change,-25,-20
Catano,PR,"Catano, PR",Large Metro,Metro,Speech Therapy,10,20,30,45,County Change,-25,-20
San Juan,PR,"San Juan, PR",Large Metro,Metro,Speech Therapy,10,20,30,45,County Change,-25,-20
Catano,PR,"Catano, PR",Large Metro,Metro,Surgical Services (Outpatient or ASC),10,20,30,45,County Change,-25,-20
San Juan,PR,"San Juan, PR",Large Metro,Metro,Surgical Services (Outpatient or ASC),10,20,30,45,County Change,-25,-20
Catano,PR,"Catano, PR",Large Metro,Metro,Urology,10,20,30,45,County Change,-25,-20
San Juan,PR,"San Juan, PR",Large Metro,Metro,Urology,10,20,30,45,County Change,-25,-20
Honolulu,HI,"Honolulu, HI",Large Metro,Metro,Outpatient Dialysis,10,20,30,45,County Change,-25,-20
Honolulu,HI,"Honolulu, HI",Large Metro,Metro,Outpatient Infusion/Chemotherapy,10,20,30,45,County Change,-25,-20
Honolulu,HI,"Honolulu, HI",Large Metro,Metro,Physical Therapy,10,20,30,45,County Change,-25,-20
Honolulu,HI,"Honolulu, HI",Large Metro,Metro,Podiatry,10,20,30,45,County Change,-25,-20
Honolulu,HI,"Honolulu, HI",Large Metro,Metro,Psychiatry,10,20,30,45,County Change,-25,-20
Honolulu,HI,"Honolulu, HI",Large Metro,Metro,Pulmonology,10,20,30,45,County Change,-25,-20
Honolulu,HI,"Honolulu, HI",Large Metro,Metro,Skilled Nursing Facilities,10,20,30,45,County Change,-25,-20
Honolulu,HI,"Honolulu, HI",Large Metro,Metro,Speech Therapy,10,20,30,45,County Change,-25,-20
Honolulu,HI,"Honolulu, HI",Large Metro,Metro,Surgical Services (Outpatient or ASC),10,20,30,45,County Change,-25,-20
Honolulu,HI,"Honolulu, HI",Large Metro,Metro,Urology,10,20,30,45,County Change,-25,-20
St. Croix,VI,"St. Croix, VI",Metro,Rural,Primary Care,10,15,30,40,County Change,-25,-20
St. John-Thomas,VI,"St. John-Thomas, VI",Metro,Rural,Primary Care,10,15,30,40,County Change,-25,-20
Mahnomen,MN,"Mahnomen, MN",Rural,CEAC,Cardiology,60,75,85,95,County Change,-20,-25
Mahnomen,MN,"Mahnomen, MN",Rural,CEAC,General Surgery,60,75,85,95,County Change,-20,-25
Mahnomen,MN,"Mahnomen, MN",Rural,CEAC,Ophthalmology,60,75,85,95,County Change,-20,-25
Mahnomen,MN,"Mahnomen, MN",Rural,CEAC,Orthopedic Surgery,60,75,85,95,County Change,-20,-25
Mahnomen,MN,"Mahnomen, MN",Rural,CEAC,Skilled Nursing Facilities,60,75,85,95,County Change,-20,-25
Hamilton,TX,"Hamilton, TX",Rural,CEAC,Cardiology,60,75,85,95,County Change,-20,-25
Hamilton,TX,"Hamilton, TX",Rural,CEAC,General Surgery,60,75,85,95,County Change,-20,-25
Hamilton,TX,"Hamilton, TX",Rural,CEAC,Ophthalmology,60,75,85,95,County Change,-20,-25
Hamilton,TX,"Hamilton, TX",Rural,CEAC,Orthopedic Surgery,60,75,85,95,County Change,-20,-25
Hamilton,TX,"Hamilton, TX",Rural,CEAC,Skilled Nursing Facilities,60,75,85,95,County Change,-20,-25
Adams,WA,"Adams, WA",Rural,CEAC,Cardiology,60,75,85,95,County Change,-20,-25
Adams,WA,"Adams, WA",Rural,CEAC,General Surgery,60,75,85,95,County Change,-20,-25
Adams,WA,"Adams, WA",Rural,CEAC,Ophthalmology,60,75,85,95,County Change,-20,-25
Adams,WA,"Adams, WA",Rural,CEAC,Orthopedic Surgery,60,75,85,95,County Change,-20,-25
Adams,WA,"Adams, WA",Rural,CEAC,Skilled Nursing Facilities,60,75,85,95,County Change,-20,-25
Iron,UT,"Iron, UT",Micro,Rural,Vascular Surgery,75,100,100,120,County Change,-20,-25
Summit,CO,"Summit, CO",Micro,Rural,Cardiology,35,50,60,75,County Change,-25,-25
Summit,CO,"Summit, CO",Micro,Rural,General Surgery,35,50,60,75,County Change,-25,-25
Summit,CO,"Summit, CO",Micro,Rural,Ophthalmology,35,50,60,75,County Change,-25,-25
Summit,CO,"Summit, CO",Micro,Rural,Orthopedic Surgery,35,50,60,75,County Change,-25,-25
Gilchrist,FL,"Gilchrist, FL",Micro,Rural,Cardiology,35,50,60,75,County Change,-25,-25
Gilchrist,FL,"Gilchrist, FL",Micro,Rural,General Surgery,35,50,60,75,County Change,-25,-25
Gilchrist,FL,"Gilchrist, FL",Micro,Rural,Ophthalmology,35,50,60,75,County Change,-25,-25
Gilchrist,FL,"Gilchrist, FL",Micro,Rural,Orthopedic Surgery,35,50,60,75,County Change,-25,-25
Polk,MO,"Polk, MO",Micro,Rural,Cardiology,35,50,60,75,County Change,-25,-25
Catano,PR,"Catano, PR",Large Metro,Metro,Cardiac Catheterization Services,15,30,40,60,County Change,-30,-25
San Juan,PR,"San Juan, PR",Large Metro,Metro,Cardiac Catheterization Services,15,30,40,60,County Change,-30,-25
Catano,PR,"Catano, PR",Large Metro,Metro,Cardiac Surgery Program,15,30,40,60,County Change,-30,-25
San Juan,PR,"San Juan, PR",Large Metro,Metro,Cardiac Surgery Program,15,30,40,60,County Change,-30,-25
Catano,PR,"Catano, PR",Large Metro,Metro,Cardiothoracic Surgery,15,30,40,60,County Change,-30,-25
San Juan,PR,"San Juan, PR",Large Metro,Metro,Cardiothoracic Surgery,15,30,40,60,County Change,-30,-25
Catano,PR,"Catano, PR",Large Metro,Metro,Endocrinology,15,30,40,60,County Change,-30,-25
San Juan,PR,"San Juan, PR",Large Metro,Metro,Endocrinology,15,30,40,60,County Change,-30,-25
Catano,PR,"Catano, PR",Large Metro,Metro,Infectious Diseases,15,30,40,60,County Change,-30,-25
San Juan,PR,"San Juan, PR",Large Metro,Metro,Infectious Diseases,15,30,40,60,County Change,-30,-25
Catano,PR,"Catano, PR",Large Metro,Metro,Neurosurgery,15,30,40,60,County Change,-30,-25
San Juan,PR,"San Juan, PR",Large Metro,Metro,Neurosurgery,15,30,40,60,County Change,-30,-25
Catano,PR,"Catano, PR",Large Metro,Metro,Oncology - Radiation/ Radiation Oncology,15,30,40,60,County Change,-30,-25
San Juan,PR,"San Juan, PR",Large Metro,Metro,Oncology - Radiation/ Radiation Oncology,15,30,40,60,County Change,-30,-25
Catano,PR,"Catano, PR",Large Metro,Metro,Plastic Surgery,15,30,40,60,County Change,-30,-25
San Juan,PR,"San Juan, PR",Large Metro,Metro,Plastic Surgery,15,30,40,60,County Change,-30,-25
Catano,PR,"Catano, PR",Large Metro,Metro,Rheumatology,15,30,40,60,County Change,-30,-25
San Juan,PR,"San Juan, PR",Large Metro,Metro,Rheumatology,15,30,40,60,County Change,-30,-25
Catano,PR,"Catano, PR",Large Metro,Metro,Vascular Surgery,15,30,40,60,County Change,-30,-25
San Juan,PR,"San Juan, PR",Large Metro,Metro,Vascular Surgery,15,30,40,60,County Change,-30,-25
Polk,MO,"Polk, MO",Micro,Rural,General Surgery,35,50,60,75,County Change,-25,-25
Polk,MO,"Polk, MO",Micro,Rural,Ophthalmology,35,50,60,75,County Change,-25,-25
Polk,MO,"Polk, MO",Micro,Rural,Orthopedic Surgery,35,50,60,75,County Change,-25,-25
George,MS,"George, MS",Micro,Rural,Cardiology,35,50,60,75,County Change,-25,-25
George,MS,"George, MS",Micro,Rural,General Surgery,35,50,60,75,County Change,-25,-25
George,MS,"George, MS",Micro,Rural,Ophthalmology,35,50,60,75,County Change,-25,-25
George,MS,"George, MS",Micro,Rural,Orthopedic Surgery,35,50,60,75,County Change,-25,-25
Trousdale,TN,"Trousdale, TN",Micro,Rural,Cardiology,35,50,60,75,County Change,-25,-25
Trousdale,TN,"Trousdale, TN",Micro,Rural,General Surgery,35,50,60,75,County Change,-25,-25
Trousdale,TN,"Trousdale, TN",Micro,Rural,Ophthalmology,35,50,60,75,County Change,-25,-25
Trousdale,TN,"Trousdale, TN",Micro,Rural,Orthopedic Surgery,35,50,60,75,County Change,-25,-25
Medina,TX,"Medina, TX",Micro,Rural,Cardiology,35,50,60,75,County Change,-25,-25
Rains,TX,"Rains, TX",Micro,Rural,Cardiology,35,50,60,75,County Change,-25,-25
Medina,TX,"Medina, TX",Micro,Rural,General Surgery,35,50,60,75,County Change,-25,-25
Rains,TX,"Rains, TX",Micro,Rural,General Surgery,35,50,60,75,County Change,-25,-25
Medina,TX,"Medina, TX",Micro,Rural,Ophthalmology,35,50,60,75,County Change,-25,-25
Rains,TX,"Rains, TX",Micro,Rural,Ophthalmology,35,50,60,75,County Change,-25,-25
Medina,TX,"Medina, TX",Micro,Rural,Orthopedic Surgery,35,50,60,75,County Change,-25,-25
Rains,TX,"Rains, TX",Micro,Rural,Orthopedic Surgery,35,50,60,75,County Change,-25,-25
Iron,UT,"Iron, UT",Micro,Rural,Allergy and Immunology,60,80,85,105,County Change,-25,-25
Iron,UT,"Iron, UT",Micro,Rural,Cardiology,35,50,60,75,County Change,-25,-25
Iron,UT,"Iron, UT",Micro,Rural,General Surgery,35,50,60,75,County Change,-25,-25
Iron,UT,"Iron, UT",Micro,Rural,Nephrology,60,80,85,105,County Change,-25,-25
Iron,UT,"Iron, UT",Micro,Rural,Ophthalmology,35,50,60,75,County Change,-25,-25
Iron,UT,"Iron, UT",Micro,Rural,Orthopedic Surgery,35,50,60,75,County Change,-25,-25
Iron,UT,"Iron, UT",Micro,Rural,"Physiatry, Rehabilitative Medicine (see Notes)",60,80,85,105,County Change,-25,-25
Honolulu,HI,"Honolulu, HI",Large Metro,Metro,Cardiac Catheterization Services,15,30,40,60,County Change,-30,-25
Honolulu,HI,"Honolulu, HI",Large Metro,Metro,Cardiac Surgery Program,15,30,40,60,County Change,-30,-25
Honolulu,HI,"Honolulu, HI",Large Metro,Metro,Cardiothoracic Surgery,15,30,40,60,County Change,-30,-25
Honolulu,HI,"Honolulu, HI",Large Metro,Metro,Endocrinology,15,30,40,60,County Change,-30,-25
Honolulu,HI,"Honolulu, HI",Large Metro,Metro,Infectious Diseases,15,30,40,60,County Change,-30,-25
Honolulu,HI,"Honolulu, HI",Large Metro,Metro,Neurosurgery,15,30,40,60,County Change,-30,-25
Honolulu,HI,"Honolulu, HI",Large Metro,Metro,Oncology - Radiation/ Radiation Oncology,15,30,40,60,County Change,-30,-25
Honolulu,HI,"Honolulu, HI",Large Metro,Metro,Plastic Surgery,15,30,40,60,County Change,-30,-25
Honolulu,HI,"Honolulu, HI",Large Metro,Metro,Rheumatology,15,30,40,60,County Change,-30,-25
Honolulu,HI,"Honolulu, HI",Large Metro,Metro,Vascular Surgery,15,30,40,60,County Change,-30,-25
St. Louis,MN,"St. Louis, MN",Metro,Micro,Pulmonology,30,45,55,75,County Change,-30,-25
Mahnomen,MN,"Mahnomen, MN",Rural,CEAC,Primary Care,30,40,60,70,County Change,-30,-30
Hamilton,TX,"Hamilton, TX",Rural,CEAC,Primary Care,30,40,60,70,County Change,-30,-30
Adams,WA,"Adams, WA",Rural,CEAC,Primary Care,30,40,60,70,County Change,-30,-30
Highlands,FL,"Highlands, FL",Metro,Micro,Inpatient Psychiatric Facility Services,45,70,75,100,County Change,-30,-30
Catano,PR,"Catano, PR",Large Metro,Metro,Inpatient Psychiatric Facility Services,15,30,45,70,County Change,-40,-30
San Juan,PR,"San Juan, PR",Large Metro,Metro,Inpatient Psychiatric Facility Services,15,30,45,70,County Change,-40,-30
Putnam,FL,"Putnam, FL",Metro,Micro,Inpatient Psychiatric Facility Services,45,70,75,100,County Change,-30,-30
Hawaii,HI,"Hawaii, HI",Metro,Micro,Inpatient Psychiatric Facility Services,45,70,75,100,County Change,-30,-30
Kauai,HI,"Kauai, HI",Metro,Micro,Inpatient Psychiatric Facility Services,45,70,75,100,County Change,-30,-30
Cass,ND,"Cass, ND",Metro,Micro,Inpatient Psychiatric Facility Services,45,70,75,100,County Change,-30,-30
Calumet,WI,"Calumet, WI",Metro,Micro,Inpatient Psychiatric Facility Services,45,70,75,100,County Change,-30,-30
St. Croix,VI,"St. Croix, VI",Metro,Rural,Acute Inpatient Hospitals,30,45,60,75,County Change,-30,-30
St. John-Thomas,VI,"St. John-Thomas, VI",Metro,Rural,Acute Inpatient Hospitals,30,45,60,75,County Change,-30,-30
St. Croix,VI,"St. Croix, VI",Metro,Rural,Dermatology,30,45,60,75,County Change,-30,-30
St. John-Thomas,VI,"St. John-Thomas, VI",Metro,Rural,Dermatology,30,45,60,75,County Change,-30,-30
St. Croix,VI,"St. Croix, VI",Metro,Rural,Diagnostic Radiology,30,45,60,75,County Change,-30,-30
St. John-Thomas,VI,"St. John-Thomas, VI",Metro,Rural,Diagnostic Radiology,30,45,60,75,County Change,-30,-30
St. Croix,VI,"St. Croix, VI",Metro,Rural,Gastroenterology,30,45,60,75,County Change,-30,-30
St. John-Thomas,VI,"St. John-Thomas, VI",Metro,Rural,Gastroenterology,30,45,60,75,County Change,-30,-30
St. Croix,VI,"St. Croix, VI",Metro,Rural,Mammography,30,45,60,75,County Change,-30,-30
St. John-Thomas,VI,"St. John-Thomas, VI",Metro,Rural,Mammography,30,45,60,75,County Change,-30,-30
St. Croix,VI,"St. Croix, VI",Metro,Rural,Neurology,30,45,60,75,County Change,-30,-30
St. John-Thomas,VI,"St. John-Thomas, VI",Metro,Rural,Neurology,30,45,60,75,County Change,-30,-30
St. Croix,VI,"St. Croix, VI",Metro,Rural,Occupational Therapy,30,45,60,75,County Change,-30,-30
St. John-Thomas,VI,"St. John-Thomas, VI",Metro,Rural,Occupational Therapy,30,45,60,75,County Change,-30,-30
